start_x,start_y,end_x,end_y,control1_x,control1_y,control2_x,control2_y
422,578,409,146,385,738,261,4
405,223,694,127,243,143,573,-23
500,500,72,566,539,563,1,494
621,123,636,566,817,151,766,720
168,796,125,70,257,596,-28,-56
374,388,281,563,396,551,176,533
35,174,45,98,-20,-20,241,177
532,345,310,20,482,161,384,-2
751,518,342,487,618,686,326,572
480,126,320,533,501,72,126,532
116,582,730,722,117,457,769,546
206,693,624,682,138,700,503,554
19,302,413,422,18,252,486,511
320,590,357,187,405,721,279,301
767,727,111,423,601,773,140,388
662,583,354,225,839,698,255,130
106,633,63,130,-64,801,-61,-27
165,74,756,142,184,115,774,41
583,149,23,267,450,340,-161,108
280,89,607,418,330,-74,517,523
795,495,489,494,784,493,303,336
81,399,345,353,-113,271,211,183
389,623,306,618,198,436,193,768
202,577,437,660,292,748,373,649
39,583,640,100,164,530,613,-32
394,119,282,252,434,26,211,327
632,528,588,175,792,665,469,74
193,82,787,798,125,183,747,694
561,563,82,59,727,519,-85,-117
507,314,645,364,467,218,475,321
497,323,110,211,696,367,-67,371
221,392,613,390,327,237,741,325
521,394,510,109,632,356,629,31
702,595,44,169,697,525,127,357
43,392,124,239,-112,533,158,109
265,147,605,6,131,87,568,-34
583,414,632,580,596,292,625,663
447,725,536,495,595,844,386,682
100,243,662,718,-55,45,492,618
79,383,84,528,33,536,60,714
434,544,32,724,328,605,-5,756
337,433,165,548,531,468,99,643
403,241,517,564,408,326,694,595
770,63,70,525,768,99,-90,717
353,109,580,285,219,297,613,141
323,544,226,672,199,573,155,748
45,74,435,302,-122,-85,434,461
78,526,327,148,5,332,202,114
712,572,111,164,893,433,-30,-15
42,584,473,182,220,727,663,276
575,529,262,578,732,569,391,611
700,419,88,205,521,293,248,50
539,415,388,453,462,454,451,617
632,469,504,355,772,306,640,330
585,751,81,687,534,701,208,847
188,387,183,474,287,232,201,514
420,95,5,352,609,-86,181,353
692,763,771,642,798,648,726,599
98,726,568,216,79,545,719,371
443,288,707,440,546,347,663,296
684,96,435,270,693,-48,423,235
80,587,266,336,269,576,185,371
434,415,781,65,316,379,905,219
775,319,264,419,852,199,188,532
788,445,238,585,681,311,236,704
485,717,212,322,287,642,362,331
599,482,444,131,690,298,611,131
142,87,331,585,-37,94,354,392
440,713,594,661,562,817,475,814
140,288,597,230,63,306,716,130
339,748,126,34,245,611,111,167
741,149,622,115,928,167,765,180
222,680,626,167,378,845,461,-2
198,88,122,623,290,4,258,683
522,138,621,528,537,-41,754,383
602,603,213,434,470,429,393,632
787,511,771,232,811,558,687,52
41,368,717,757,-150,275,786,798
353,302,299,283,483,144,239,262
142,764,195,519,247,594,139,533
19,696,631,322,127,830,805,291
14,275,138,602,-107,263,317,571
357,66,436,446,176,265,432,518
764,530,319,330,598,375,416,274
114,221,122,245,97,164,155,350
613,74,640,250,568,154,630,303
531,685,722,517,433,821,855,484
752,133,253,182,843,156,286,303
211,796,351,558,202,885,247,749
552,223,472,179,456,224,573,139
720,360,750,365,756,304,626,234
325,700,347,161,321,687,505,319
452,183,779,211,381,37,603,25
523,72,583,289,490,63,534,201
337,407,769,63,470,595,764,141
577,181,728,425,627,221,915,420
459,354,515,540,583,529,604,433
517,593,315,481,351,432,413,519
351,426,294,337,325,325,262,260
94,356,724,196,120,425,863,92
186,719,33,288,253,687,45,415
290,702,481,322,374,857,525,354
721,765,140,640,675,900,178,749
529,576,360,56,702,678,178,212
628,270,253,94,688,308,208,222
296,388,765,616,301,375,927,580
326,602,736,218,286,574,662,350
199,369,89,390,196,509,-105,466
693,354,554,730,556,174,691,660
770,108,606,18,815,229,516,188
48,687,410,309,-73,641,276,158
385,293,178,420,267,358,57,275
729,703,509,34,877,828,688,168
273,705,747,453,404,777,713,527
305,217,379,251,327,135,425,405
530,30,179,631,500,157,-2,703
375,137,45,75,264,321,138,204
19,293,17,678,167,336,-51,738
529,225,17,349,416,300,43,401
55,100,473,662,253,-43,294,811
58,165,391,351,251,133,573,402
529,111,339,18,584,114,243,127
528,682,102,12,419,837,88,-130
767,509,19,572,850,695,175,408
792,511,662,427,899,577,603,488
254,482,575,299,411,582,558,343
750,185,340,791,849,256,245,877
551,555,309,423,560,454,181,274
193,690,713,661,296,500,872,535
389,295,241,3,576,116,165,136
86,662,382,223,7,800,569,128
251,93,139,184,318,266,-40,296
351,225,635,686,300,409,795,573
777,144,737,693,770,284,713,666
477,259,66,682,573,135,246,831
214,4,344,792,189,-114,317,625
248,14,725,721,258,195,723,899
245,57,46,216,245,182,-42,232
290,79,644,12,302,148,819,202
451,185,453,108,612,58,356,-87
322,58,141,476,297,-121,37,320
616,762,530,453,583,681,534,462
794,665,424,772,906,847,585,884
552,692,139,28,463,741,252,89
761,624,720,81,790,529,657,36
286,451,167,247,128,263,42,351
299,92,328,425,148,95,461,621
588,201,182,570,547,304,128,602
284,571,148,650,173,526,229,467
262,201,772,295,297,81,644,247
649,476,6,787,740,523,16,825
22,372,465,192,0,251,400,167
68,294,489,77,-122,269,607,50
466,155,343,692,524,220,413,705
680,495,58,781,652,660,1,834
401,384,218,692,436,338,21,811
179,91,668,751,101,226,657,949
730,592,340,174,891,495,287,295
293,241,315,592,238,150,499,524
519,90,218,330,638,51,176,463
250,59,553,307,90,20,395,493
384,44,636,601,463,127,575,477
237,184,364,21,282,260,389,103
723,383,240,527,579,323,391,723
672,567,333,547,497,622,206,466
696,758,373,530,668,581,420,496
541,754,368,198,727,815,344,219
76,1,591,313,219,-189,442,424
677,486,99,789,654,605,219,732
282,621,383,144,180,494,555,126
458,715,217,20,643,775,260,49
323,351,177,262,260,159,35,326
100,370,502,243,106,455,329,342
274,677,538,300,192,541,415,479
722,553,656,243,588,406,694,142
608,96,449,747,675,68,569,697
223,607,622,544,38,666,519,530
380,559,717,133,563,449,570,220
741,14,253,315,867,-152,437,277
763,529,478,277,819,412,415,473
743,411,80,754,855,448,-115,643
7,443,759,224,-186,335,876,275
463,78,198,798,543,-50,266,622
235,190,479,283,135,39,324,181
678,106,766,48,643,196,815,192
752,259,271,501,554,186,308,390
501,149,238,332,508,287,73,343
175,585,393,768,269,783,300,759
599,214,660,359,600,27,725,341
344,10,702,570,289,-153,889,522
87,129,407,668,101,214,226,833
795,68,586,237,626,-11,393,40
675,692,423,662,716,845,403,647
472,483,12,359,495,489,-50,524
199,553,600,210,159,433,703,237
419,226,445,575,608,126,409,566
51,415,176,203,199,544,265,24
442,445,739,587,618,468,575,699
63,0,594,6,112,-86,538,146
559,234,367,157,465,134,504,140
203,223,145,419,101,173,35,386
349,7,600,546,348,52,560,480
615,101,633,356,502,23,611,418
313,472,491,793,361,551,428,642
203,561,189,438,252,362,267,634
792,475,154,79,971,561,159,-83
333,688,29,502,216,771,-138,335
619,365,279,695,580,557,163,863
226,4,749,395,164,169,800,549
453,766,547,536,618,613,612,547
361,123,40,793,423,39,214,934
784,474,666,775,926,573,639,703
495,377,523,436,434,459,688,256
230,495,762,734,300,531,581,679
65,348,14,286,240,253,210,419
765,461,295,310,672,442,132,493
500,405,277,644,483,405,418,455
356,598,609,394,482,654,449,576
617,154,625,447,589,100,529,465
369,191,390,2,190,261,432,-107
146,282,128,7,112,466,74,-8
368,94,600,546,355,-26,418,390
29,273,577,177,152,328,568,322
238,563,413,746,82,719,416,772
611,419,297,154,656,308,435,94
174,397,584,363,236,280,731,198
90,205,76,406,6,166,228,267
325,794,687,2,419,851,845,-167
261,77,313,522,264,-111,481,340
587,405,688,497,550,245,760,491
477,386,311,692,284,447,182,637
401,416,54,460,471,266,164,414
679,205,248,486,877,168,375,638
144,673,293,233,304,661,371,341
508,327,77,739,637,449,193,704
743,136,181,520,920,-36,163,341
373,773,585,531,516,918,747,511
182,244,305,102,292,303,117,49
184,507,701,504,265,687,505,690
742,130,491,454,576,262,481,633
358,33,4,572,224,143,13,747
221,149,53,125,339,-4,69,305
611,703,775,743,733,556,763,641
152,11,559,286,284,206,410,97
782,585,324,193,618,762,253,290
448,28,249,795,600,-40,334,648
633,713,736,206,681,910,928,129
798,296,5,589,787,101,87,414
410,416,775,138,315,382,909,25
706,553,441,502,624,618,319,666
477,642,274,511,597,504,415,676
707,217,404,554,521,341,592,726
644,272,99,722,710,370,-8,825
426,395,1,789,452,207,-178,902
303,448,392,241,434,336,561,157
666,432,106,493,796,290,104,484
107,765,147,565,101,853,-40,408
107,682,190,206,-81,610,117,79
530,82,163,445,508,247,82,623
686,705,22,796,769,590,183,992
410,794,59,62,574,703,26,75
701,616,286,14,551,741,159,108
209,592,317,189,378,508,354,173
312,429,638,455,267,233,713,443
94,626,145,444,-11,434,118,429
18,556,75,666,54,693,201,565
186,603,209,542,35,528,379,735
169,412,93,147,359,582,216,151
777,383,708,640,855,473,895,519
7,127,132,245,114,90,108,195
464,546,275,752,328,403,207,734
780,719,15,706,962,628,-103,609
161,711,465,193,278,810,541,372
42,15,729,556,187,-105,903,412
414,266,708,670,589,301,663,835
574,294,136,12,756,240,109,-73
713,231,29,299,513,87,152,152
732,786,770,405,778,724,585,391
370,95,655,587,215,52,785,633
215,595,470,664,94,634,367,547
385,412,771,571,376,573,758,759
208,369,600,12,32,564,449,-13
349,135,278,636,349,170,475,707
422,679,595,252,535,620,607,82
437,273,82,595,632,301,104,490
286,18,772,622,98,-120,643,618
38,595,484,82,-74,514,447,39
194,193,182,59,194,217,192,183
793,336,569,12,880,429,665,43
425,669,670,74,294,753,503,97
707,484,168,639,797,498,-1,731
89,513,399,40,-20,708,468,185
585,360,652,271,474,498,702,87
87,520,784,425,128,659,693,367
402,179,57,521,539,255,245,669
242,692,403,515,336,513,217,567
530,100,45,128,593,210,106,-8
379,51,276,556,274,-109,388,539
289,148,269,179,323,290,415,141
595,241,456,456,591,122,549,573
169,274,103,105,26,85,266,61
466,367,452,741,407,399,503,715
325,184,214,165,408,282,66,198
310,727,536,729,128,680,518,720
754,178,117,186,753,12,153,149
191,13,551,476,46,123,437,621
8,260,409,575,102,258,547,696
654,61,194,687,526,-37,268,641
372,242,573,434,361,372,393,270
33,172,680,765,48,-2,741,768
64,158,333,242,-72,78,507,135
299,112,559,401,351,37,475,359
357,330,182,509,387,253,124,343
511,130,102,620,453,50,192,580
594,5,579,46,736,-39,516,-71
595,340,578,460,396,336,388,515
118,180,395,408,268,101,519,476
773,472,705,799,956,464,713,934
356,155,124,438,538,61,264,550
355,127,152,749,194,132,140,556
38,770,337,539,-45,578,333,694
430,78,520,512,429,136,703,368
379,738,173,280,287,701,81,332
477,235,794,385,322,374,683,302
305,609,34,19,214,667,73,100
103,437,106,782,253,242,82,755
221,25,579,239,144,98,770,325
358,589,116,781,320,610,26,908
799,354,467,590,834,551,436,711
444,198,395,105,414,337,547,18
98,340,293,254,174,164,137,219
79,638,216,389,139,495,84,286
617,166,50,395,523,35,138,435
703,239,737,350,602,262,886,378
778,554,548,795,645,510,407,686
797,798,407,110,605,647,424,-75
625,651,162,119,636,548,37,272
70,500,244,416,109,470,416,499
588,471,568,203,541,558,703,336
737,652,191,698,647,759,383,636
308,715,791,699,199,726,945,658
541,383,495,497,687,504,533,494
779,188,467,677,936,199,400,560
647,54,698,782,725,-86,676,829
223,532,345,567,56,605,413,641
714,709,680,672,672,856,692,739
606,312,406,101,530,152,271,64
519,369,57,233,341,182,102,133
424,513,257,280,552,452,217,147
217,701,318,160,387,669,385,259
123,432,679,203,-24,453,839,54
116,576,252,240,-61,500,192,364
54,146,573,541,118,270,498,647
422,227,794,248,615,137,777,157
390,525,44,83,453,610,169,-86
605,544,78,89,526,624,259,253
646,58,345,478,539,211,246,599
555,730,357,582,528,709,227,503
282,618,318,487,129,753,508,385
145,197,21,705,129,372,-26,710
366,644,386,55,240,598,279,-108
327,287,610,716,383,252,658,872
511,306,779,360,411,481,827,224
466,44,472,5,629,179,340,119
646,640,95,65,566,769,-99,-10
45,91,420,144,25,231,532,95
686,594,277,700,671,774,224,553
630,178,311,662,644,9,192,644
398,20,85,37,285,-43,191,222
71,336,52,545,157,308,67,744
14,609,107,785,-122,430,18,772
551,718,578,239,532,630,597,428
611,240,757,5,694,269,860,-114
772,551,140,454,819,482,188,607
319,296,544,568,271,458,347,624
180,215,169,321,115,247,318,425
676,56,127,202,715,-71,1,301
746,472,706,521,614,425,702,610
567,446,116,704,560,585,199,813
685,612,124,133,727,650,-76,33
39,370,168,733,-11,557,-10,700
334,207,362,784,140,194,488,874
189,439,91,129,299,466,199,96
75,705,626,304,219,585,695,266
27,217,697,436,-42,155,767,576
668,322,57,166,738,133,63,42
671,113,769,560,701,194,837,552
74,436,305,294,-20,347,478,327
218,751,224,278,282,689,263,389
1,118,621,489,-141,84,597,558
457,434,197,13,406,506,116,-106
522,677,210,781,598,559,136,974
625,121,179,245,638,205,128,290
396,120,349,205,452,-4,446,324
278,778,746,59,458,759,613,217
725,548,284,62,614,527,227,-70
366,25,418,8,182,104,529,-62
169,224,560,499,-23,273,697,447
621,469,460,602,548,593,554,644
479,147,463,16,651,179,348,124
460,698,496,230,453,716,531,316
709,590,302,36,893,675,399,204
383,711,485,21,317,577,369,-106
609,59,120,374,721,207,184,559
231,565,190,522,338,569,175,712
120,454,325,280,203,540,505,277
644,438,208,77,659,380,60,245
760,691,456,192,914,617,297,282
709,469,555,104,729,667,369,169
408,736,774,615,352,541,844,603
66,110,0,63,6,5,-146,157
224,140,632,669,114,-8,791,572
227,155,348,572,411,194,198,398
395,588,316,130,316,565,500,147
633,357,428,412,658,492,581,496
119,319,735,66,178,419,906,251
466,427,169,682,320,575,12,644
506,556,413,79,661,703,466,96
13,340,153,223,167,538,-43,241
244,737,421,469,197,844,231,331
635,578,545,213,490,451,619,122
255,640,288,760,188,465,416,579
493,291,20,672,546,476,-51,527
156,671,9,588,75,674,161,607
77,642,320,178,39,501,188,265
620,78,780,146,542,-87,875,-18
688,295,483,6,776,491,321,54
53,544,154,638,-92,489,5,444
281,613,103,593,326,752,-60,726
791,141,337,199,965,194,415,155
347,480,652,331,277,355,761,454
415,221,455,608,512,75,457,430
131,599,670,304,139,595,725,348
422,6,301,202,496,138,359,253
445,200,365,350,254,184,365,417
773,420,425,266,960,559,564,206
409,633,89,130,604,498,-29,235
197,760,542,395,377,628,473,528
504,241,578,789,381,415,445,835
176,52,153,603,246,-80,224,602
83,49,244,252,7,28,421,344
506,179,367,605,391,351,566,635
157,254,211,235,97,90,165,154
436,364,431,597,624,328,264,617
4,111,591,220,-46,273,740,113
50,587,317,691,-27,686,432,606
741,672,519,649,679,581,709,675
366,359,761,211,538,457,648,357
439,741,491,774,610,670,687,806
224,220,396,202,270,268,514,206
773,203,225,59,850,202,122,234
36,214,386,304,-87,157,233,386
293,308,723,616,398,468,770,472
692,471,444,450,878,275,596,559
188,766,598,683,-1,898,399,489
403,599,146,218,394,450,266,301
718,591,540,307,725,745,455,242
298,325,796,238,269,441,873,336
747,481,608,525,691,593,589,355
93,388,124,469,275,540,109,275
166,468,3,71,244,568,-126,-19
109,156,473,329,-37,152,619,398
551,256,192,735,548,109,98,623
283,439,574,98,148,266,375,273
42,526,758,259,131,612,944,316
625,197,740,762,786,30,887,809
368,584,428,224,189,660,383,304
759,657,558,506,809,617,587,663
98,394,633,730,148,465,518,604
4,151,727,268,-167,330,845,452
562,143,207,110,717,242,259,101
750,285,771,189,613,385,960,267
670,128,287,506,851,59,293,387
365,710,89,682,226,733,175,522
480,578,238,78,361,399,251,153
470,503,48,30,333,315,226,148
86,356,745,504,125,387,679,304
789,372,677,666,789,367,714,579
382,411,11,510,304,225,-28,575
234,262,667,513,315,164,645,313
320,236,719,543,150,51,604,445
241,291,299,70,432,268,488,43
557,118,256,67,709,195,416,156
604,263,592,441,498,175,750,290
370,255,548,71,395,79,517,159
233,207,259,115,230,217,338,91
356,690,135,510,353,856,289,522
460,462,155,422,322,512,199,236
176,15,170,6,317,-155,124,-12
661,356,348,435,560,442,542,491
136,366,229,350,179,182,194,492
623,72,409,765,779,233,460,809
365,453,435,395,268,448,495,259
86,36,544,501,275,197,362,664
125,776,570,477,119,906,507,561
326,27,178,45,481,-155,182,91
578,207,759,796,556,280,672,636
724,686,26,342,552,762,44,435
608,259,757,195,520,389,776,41
233,287,605,129,233,483,696,206
134,69,720,528,78,-25,837,565
584,723,781,591,687,917,961,513
792,590,594,149,954,609,562,205
743,365,576,577,752,426,773,596
14,506,462,307,-91,673,619,317
305,182,557,287,421,188,551,475
263,491,285,81,269,357,450,91
370,25,0,14,219,61,-153,-27
674,623,507,766,723,735,342,620
279,451,31,721,149,413,222,906
3,41,783,206,-69,-123,715,6
95,321,786,478,52,437,694,654
497,402,277,255,487,583,167,62
299,752,252,489,210,847,399,331
342,362,19,111,520,171,-140,62
548,457,765,38,447,413,668,24
620,135,203,795,647,-38,339,741
478,449,618,388,500,414,649,242
723,629,605,127,803,500,695,325
194,7,704,166,328,-174,875,-6
24,115,576,202,30,36,775,71
411,602,124,29,425,580,294,21
81,530,786,625,68,430,767,515
724,491,497,208,770,318,578,156
3,461,564,193,158,343,554,291
781,378,663,240,712,416,500,301
795,366,650,466,644,308,542,413
731,444,306,334,838,385,405,456
735,659,710,591,894,512,574,391
733,47,5,599,803,130,71,513
561,29,649,132,699,127,631,242
452,183,166,499,392,207,244,328
234,544,360,250,100,646,500,339
219,214,664,1,285,312,693,27
59,575,630,122,197,433,780,307
691,271,667,349,564,268,771,318
162,631,780,17,226,724,631,-41
